npi,combined_hs_and_corp,combined_hs_and_corp_name
1043218944,HSI00001230,ECU Health
1780359687,HSI00001230,ECU Health
1063414886,17854767,Select Medical Corp
1942319199,HSI00000073,Banner Health
1144203662,HSI00001066,Tenet Healthcare
1740271295,17817689,Great Plains Health Alliance Inc
1871884031,HSI00001475,ScionHealth
1447335146,HSI00001475,ScionHealth
1528064649,HSI00000471,Hendrick Health System
1316027709,HSI00000253,Community Medical Centers
1164971800,HSI00001428,Bon Secours Mercy Health
1245274950,HSI00001428,Bon Secours Mercy Health
1013999705,HSI00001230,ECU Health
1053317362,HSI00000318,DHR Health
1104338052,HSI00000318,DHR Health
1518967124,17854767,Select Medical Corp
1043280951,HSI00001148,Universal Health Services
1306845482,17854767,Select Medical Corp
1720031636,HSI00000492,HCA Healthcare
1437158433,HSI00000355,Exeter Health Resources
1639123284,HSI00000055,Ascension Health
1558391771,HSI00000055,Ascension Health
1013993559,HSI00001475,ScionHealth
1063480531,HSI00001526,Advocate Health
1114995677,HSI00001526,Advocate Health
1144211301,HSI00001526,Advocate Health
1912179219,HSI00001526,Advocate Health
1972589000,HSI00001475,ScionHealth
1003892563,HSI00001475,ScionHealth
1265430177,HSI00000096,Baylor Scott and White Health
1548225360,HSI00000452,Hartford Healthcare
1013918960,HSI00000171,Caromont Health System
1184155426,HSI00001106,Trinity Health
1770687857,HSI00001106,Trinity Health
1912997024,HSI00000286,Covenant Health
1992707228,HSI00000975,Shannon Health System
1184866956,HSI00000350,Essentia Health
1336465038,HSI00000350,Essentia Health
1477509776,HSI00000350,Essentia Health
1538571914,HSI00000350,Essentia Health
1568418861,HSI00000350,Essentia Health
1649223603,HSI00000350,Essentia Health
1730134891,HSI00000350,Essentia Health
1740393032,HSI00000350,Essentia Health
1891740957,HSI00000350,Essentia Health
1861577439,HSI00001475,ScionHealth
1932208576,HSI00001123,UNC Health Care System
1548800154,HSI00000010,AdventHealth
1720628332,HSI00000010,AdventHealth
1396746228,HSI00001526,Advocate Health
1437102639,HSI00000492,HCA Healthcare
1518952761,HSI00000192,Centra Health
1356496582,HSI00000852,Providence
1306992151,HSI00000852,Providence
1932280666,HSI00001252,WMC Health
1760479331,18290341,Carteret Health Care
1871507699,HSI00001148,Universal Health Services
1144389941,HSI00001033,Stanford Health Care
1902996028,HSI00000338,Solutionhealth
1588697296,HSI00001066,Tenet Healthcare
1326078288,HSI00001066,Tenet Healthcare
1467426304,17774095,Encompass Health
1902879612,17774095,Encompass Health
1992778617,17774095,Encompass Health
1396764353,HSI00000018,Alameda Health System
1700087590,HSI00000018,Alameda Health System
1346230323,HSI00001148,Universal Health Services
1588219117,HSI00001148,Universal Health Services
1982289690,HSI00001148,Universal Health Services
1770556482,17774095,Encompass Health
1396969499,HSI00001427,CommonSpirit Health
1013919620,17854767,Select Medical Corp
1124561758,HSI00001033,Stanford Health Care
1275076325,HSI00001033,Stanford Health Care
1285177337,HSI00001033,Stanford Health Care
1467990465,HSI00001033,Stanford Health Care
1871543215,HSI00001033,Stanford Health Care
1609857432,23279153,Sampson Regional Medical Center
1407801640,HSI00001526,Advocate Health
1427313048,HSI00000330,Northern Light Health
1669463832,18358507,Surgery Partners Inc
1124182902,HSI00000536,Kaiser Permanente
1023069697,29658187,Nexus Health Systems
1194782409,HSI00001039,Stormont Vail Health
1285688267,HSI00000492,HCA Healthcare
1396745725,17854767,Select Medical Corp
1114971660,HSI00000492,HCA Healthcare
1790754802,17774095,Encompass Health
1831269539,HSI00000694,Missouri Delta Medical Center
1801830500,HSI00000249,Community Health Systems
1366415085,17774095,Encompass Health
1104824739,18358507,Surgery Partners Inc
1104899814,17774095,Encompass Health
1831162544,17774095,Encompass Health
1437103777,HSI00000492,HCA Healthcare
1013564517,HSI00000132,Boulder Community Health
1093357907,HSI00000132,Boulder Community Health
1124674932,HSI00000132,Boulder Community Health
1215585377,HSI00000132,Boulder Community Health
1285282350,HSI00000132,Boulder Community Health
1295381002,HSI00000132,Boulder Community Health
1306493879,HSI00000132,Boulder Community Health
1336252295,HSI00000132,Boulder Community Health
1457417966,HSI00000132,Boulder Community Health
1467000539,HSI00000132,Boulder Community Health
1477101541,HSI00000132,Boulder Community Health
1477101608,HSI00000132,Boulder Community Health
1477215663,HSI00000132,Boulder Community Health
1487202552,HSI00000132,Boulder Community Health
1487803383,HSI00000132,Boulder Community Health
1497302871,HSI00000132,Boulder Community Health
1528606316,HSI00000132,Boulder Community Health
1538225297,HSI00000132,Boulder Community Health
1568121622,HSI00000132,Boulder Community Health
1598313553,HSI00000132,Boulder Community Health
1669020731,HSI00000132,Boulder Community Health
1679686992,HSI00000132,Boulder Community Health
1700424595,HSI00000132,Boulder Community Health
1710534292,HSI00000132,Boulder Community Health
1730735531,HSI00000132,Boulder Community Health
1740837210,HSI00000132,Boulder Community Health
1801433867,HSI00000132,Boulder Community Health
1851938815,HSI00000132,Boulder Community Health
1922655422,HSI00000132,Boulder Community Health
1922659044,HSI00000132,Boulder Community Health
1942536990,HSI00000132,Boulder Community Health
1942858014,HSI00000132,Boulder Community Health
1992353064,HSI00000132,Boulder Community Health
1043284706,17774095,Encompass Health
1306873088,17774095,Encompass Health
1184622847,HSI00001427,CommonSpirit Health
1548232044,HSI00000249,Community Health Systems
1205834694,HSI00001066,Tenet Healthcare
1861467573,HSI00001037,Steward Health Care System
1902029796,HSI00000717,NYU Langone Health
1528027786,HSI00000673,Methodist Health System
1275592131,HSI00000673,Methodist Health System
1164420329,HSI00000948,Salina Regional Health Center
1356435341,HSI00000375,Franciscan Health
1245238435,18170083,Newton Healthcare Corp
1003170937,HSI00000388,Geisinger
1013384809,HSI00000388,Geisinger
1093555120,HSI00000388,Geisinger
1104682061,HSI00000388,Geisinger
1114265030,HSI00000388,Geisinger
1124389655,HSI00000388,Geisinger
1144301102,HSI00000388,Geisinger
1154617694,HSI00000388,Geisinger
1235215427,HSI00000388,Geisinger
1245632231,HSI00000388,Geisinger
1275832164,HSI00000388,Geisinger
1275850620,HSI00000388,Geisinger
1417231937,HSI00000388,Geisinger
1427344969,HSI00000388,Geisinger
1457650343,HSI00000388,Geisinger
1467748475,HSI00000388,Geisinger
1528197720,HSI00000388,Geisinger
1659762862,HSI00000388,Geisinger
1669768289,HSI00000388,Geisinger
1770879215,HSI00000388,Geisinger
1790128254,HSI00000388,Geisinger
1801418306,HSI00000388,Geisinger
1851508162,HSI00000388,Geisinger
1982037966,HSI00000388,Geisinger
1326119967,HSI00000536,Kaiser Permanente
1538199617,HSI00001106,Trinity Health
1902892391,HSI00000814,Peacehealth
1659352987,17773668,Texas Health Resources
1821098252,18154721,Hodgeman County Health Center
1740276518,HSI00001121,UF Health
1235792003,HSI00000010,AdventHealth
1063406684,HSI00000927,Saint Josephs Candler Health System
1912948845,HSI00000046,Ardent Health Services
1538110556,HSI00000249,Community Health Systems
1417064205,HSI00000584,Lifepoint Health
1194787218,HSI00000152,Christus Health
1033288444,HSI00000969,Seattle Childrens Hospital Research and Foundation
1184708992,HSI00000969,Seattle Childrens Hospital Research and Foundation
1477622595,HSI00000969,Seattle Childrens Hospital Research and Foundation
1982650024,HSI00000492,HCA Healthcare
1548366404,HSI00000972,Sentara Healthcare
1699191999,HSI00001263,Willis Knighton Health System
1689747552,HSI00001125,UNM Health System
1225081516,HSI00000249,Community Health Systems
1417950106,HSI00000152,Christus Health
1275506982,17774095,Encompass Health
1184721722,HSI00000660,Mercy
1851833230,HSI00000055,Ascension Health
1306821798,HSI00001123,UNC Health Care System
1417000837,HSI00001123,UNC Health Care System
1487707964,HSI00001123,UNC Health Care System
1700860491,HSI00001123,UNC Health Care System
1023061496,HSI00000249,Community Health Systems
1124074273,HSI00000492,HCA Healthcare
1689627655,HSI00000492,HCA Healthcare
1952348021,HSI00000492,HCA Healthcare
1215190707,17854767,Select Medical Corp
1942260971,18156957,Healthcare Partners Investments Llc
1942298153,18394721,Alecto Healthcare Services Llc
1265577191,HSI00000055,Ascension Health
1710748538,HSI00000881,Ridgeview Medical Center
1194725713,17854767,Select Medical Corp
1083461438,HSI00000010,AdventHealth
1265072706,HSI00000010,AdventHealth
1740820356,HSI00000010,AdventHealth
1922648534,HSI00000010,AdventHealth
1598750721,18387525,Hunt Regional Healthcare
1326061730,18192706,Granville Health System
1689641680,HSI00000152,Christus Health
1902825169,18175663,Acadia Healthcare
1942208616,HSI00001427,CommonSpirit Health
1043455199,HSI00001430,Catholic Health Systems
1437148020,23299084,Cuero Health System
1548229149,18204080,William Newton Hospital
1346269982,HSI00000584,Lifepoint Health
1962455816,HSI00000492,HCA Healthcare
1043267701,HSI00000492,HCA Healthcare
1487607792,HSI00000249,Community Health Systems
1619924719,HSI00000492,HCA Healthcare
1689676272,17854767,Select Medical Corp
1770536120,HSI00000492,HCA Healthcare
1134166192,HSI00000492,HCA Healthcare
1790782704,HSI00000822,Peterson Health
1295772804,30214287,South Central Health
1225372923,HSI00000428,Gundersen Health System
1467468173,HSI00000428,Gundersen Health System
1740286616,HSI00001427,CommonSpirit Health
1811942238,HSI00000492,HCA Healthcare
1871698472,27712201,Ascentist Healthcare
1467452011,17854767,Select Medical Corp
1033628243,18358507,Surgery Partners Inc
1417950650,18358507,Surgery Partners Inc
1023875424,HSI00001500,Childrens Hospital Colorado
1053774638,HSI00001500,Childrens Hospital Colorado
1144683723,HSI00001500,Childrens Hospital Colorado
1215398813,HSI00001500,Childrens Hospital Colorado
1336245828,HSI00001500,Childrens Hospital Colorado
1376104125,HSI00001500,Childrens Hospital Colorado
1487015988,HSI00001500,Childrens Hospital Colorado
1508227109,HSI00001500,Childrens Hospital Colorado
1679934277,HSI00001500,Childrens Hospital Colorado
1689037269,HSI00001500,Childrens Hospital Colorado
1700247301,HSI00001500,Childrens Hospital Colorado
1710348214,HSI00001500,Childrens Hospital Colorado
1730540238,HSI00001500,Childrens Hospital Colorado
1750742359,HSI00001500,Childrens Hospital Colorado
1952762551,HSI00001500,Childrens Hospital Colorado
1093791170,HSI00001066,Tenet Healthcare
1174576698,HSI00000492,HCA Healthcare
1952351983,HSI00000077,Baptist Health South Florida
1326022765,HSI00001066,Tenet Healthcare
1801340781,HSI00001066,Tenet Healthcare
1568413573,HSI00000860,Quorum Health Corporation
1992701486,HSI00001148,Universal Health Services
1417980566,HSI00000073,Banner Health
1902463243,HSI00000073,Banner Health
1013325281,HSI00000162,Cape Fear Valley Health System
1134162597,HSI00000162,Cape Fear Valley Health System
1295738920,HSI00000162,Cape Fear Valley Health System
1336131010,HSI00000162,Cape Fear Valley Health System
1386649374,HSI00000162,Cape Fear Valley Health System
1497757785,HSI00000162,Cape Fear Valley Health System
1588668396,HSI00000162,Cape Fear Valley Health System
1639173222,HSI00000162,Cape Fear Valley Health System
1811999113,HSI00000162,Cape Fear Valley Health System
1841293149,HSI00000162,Cape Fear Valley Health System
1972507440,HSI00000162,Cape Fear Valley Health System
1689648339,17774095,Encompass Health
1477537363,HSI00001066,Tenet Healthcare
1124028550,17854767,Select Medical Corp
1902948896,HSI00001427,CommonSpirit Health
1922001775,18358507,Surgery Partners Inc
1144238908,HSI00000070,BJC Healthcare
1063411767,HSI00000584,Lifepoint Health
1972079184,HSI00001126,UPMC
1033160049,HSI00000584,Lifepoint Health
1205845567,HSI00001106,Trinity Health
1023055191,HSI00001180,University of South Alabama Hospitals
1518930213,17774095,Encompass Health
1457306359,HSI00000492,HCA Healthcare
1073519377,HSI00001284,Ballad Health
1194104687,HSI00001284,Ballad Health
1407877137,HSI00000767,Northwell Health
1104991801,HSI00000710,Mount Nittany Health System
1780750620,HSI00000710,Mount Nittany Health System
1780752378,HSI00000710,Mount Nittany Health System
1225082209,HSI00000492,HCA Healthcare
1487607784,HSI00000249,Community Health Systems
1831170257,HSI00000251,Community Hospital Corporation
1083869390,HSI00000943,Saint Peters Health
1477844744,HSI00000943,Saint Peters Health
1760586481,HSI00000943,Saint Peters Health
1902901333,HSI00000863,RWJBarnabas Health
1609860659,HSI00000286,Covenant Health
1568883775,HSI00001066,Tenet Healthcare
1871599183,HSI00001066,Tenet Healthcare
1265406102,17774095,Encompass Health
1689656480,HSI00000323,Duke University Health System
1366597650,HSI00001107,Trinity Health
1659618742,HSI00000860,Quorum Health Corporation
1033224704,HSI00001038,Stony Brook Medicine
1225507114,HSI00001038,Stony Brook Medicine
1306620588,HSI00001038,Stony Brook Medicine
1881690691,HSI00001038,Stony Brook Medicine
1932466604,HSI00001038,Stony Brook Medicine
1972523348,HSI00001038,Stony Brook Medicine
1699749341,17774095,Encompass Health
1942361308,18389751,Hugh Chatham Memorial Hospital
1285634915,17854767,Select Medical Corp
1366416208,17774095,Encompass Health
1053375253,HSI00001230,ECU Health
1023060472,HSI00000249,Community Health Systems
1154326379,HSI00001526,Advocate Health
1457347239,HSI00001148,Universal Health Services
1639124134,HSI00000055,Ascension Health
1841241833,HSI00000584,Lifepoint Health
1972628006,HSI00001526,Advocate Health
1538108725,19733092,Quorum Health Corp
1174579155,HSI00000492,HCA Healthcare
1699709576,18381331,Adirondack Health
1851601108,18381331,Adirondack Health
1104874684,HSI00000492,HCA Healthcare
1881329902,HSI00000660,Mercy
1851396576,HSI00000845,Prime Healthcare Services
1427114099,HSI00000531,Johns Hopkins Health System
1538169198,23213863,Grady Memorial Hospital
1093713521,17854767,Select Medical Corp
1376561944,HSI00000919,Saint Francis Health System
1457389249,HSI00001251,West Virginia University Health System
1356307581,HSI00001085,The Nebraska Medical Center
1871552539,17774095,Encompass Health
1720052954,17774095,Encompass Health
1902870132,17774095,Encompass Health
1588637284,17774095,Encompass Health
1225001928,17774095,Encompass Health
1376517508,17774095,Encompass Health
1821062050,17774095,Encompass Health
1104696178,HSI00000010,AdventHealth
1215027966,HSI00000863,RWJBarnabas Health
1508920356,HSI00000055,Ascension Health
1750353462,HSI00001123,UNC Health Care System
1255374799,18140766,Good Shepherd Rehabilitation Network
1891732988,HSI00000492,HCA Healthcare
1114044823,HSI00000290,CoxHealth
1578680286,HSI00000290,CoxHealth
1093078560,HSI00000019,Albany Medical Center
1275177321,HSI00000019,Albany Medical Center
1386067601,HSI00000019,Albany Medical Center
1437418795,HSI00000019,Albany Medical Center
1568707289,HSI00000019,Albany Medical Center
1568952380,HSI00000019,Albany Medical Center
1649515214,HSI00000019,Albany Medical Center
1700120482,HSI00000019,Albany Medical Center
1790941359,HSI00000019,Albany Medical Center
1881924322,HSI00000019,Albany Medical Center
1902227093,HSI00000019,Albany Medical Center
1962747683,HSI00000019,Albany Medical Center
1023299708,HSI00000958,Sanford Health
1194799023,17774095,Encompass Health
1205225646,HSI00000323,Duke University Health System
1306828108,HSI00000323,Duke University Health System
1417954942,HSI00000323,Duke University Health System
1508847047,HSI00000323,Duke University Health System
1538166061,HSI00000323,Duke University Health System
1780612317,HSI00000057,Aspirus
1821423849,HSI00001260,White River Health System
1013968726,29658187,Nexus Health Systems
1508869108,HSI00001177,University of Michigan Health System
1720058027,HSI00000874,Renown Health
1033229240,19561034,Unitedhealth Group
1598738296,17774095,Encompass Health
1487628616,17774095,Encompass Health
1538132253,17774095,Encompass Health
1801805502,HSI00000081,Baptist Memorial Health Care Corporation
1710941356,HSI00000081,Baptist Memorial Health Care Corporation
1770626608,HSI00000507,Integris Health
1346297843,HSI00000213,Childrens Hospital and Medical Center
1962866418,HSI00000213,Childrens Hospital and Medical Center
1801852835,HSI00000172,CarolinaEast Health System
1073672556,HSI00001146,Unitypoint Health
1811960537,17774095,Encompass Health
1043283757,17774095,Encompass Health
1730179714,HSI00001148,Universal Health Services
1578527172,HSI00000081,Baptist Memorial Health Care Corporation
1114998911,HSI00000249,Community Health Systems
1053384776,HSI00000060,Atlantic Health System
1386746592,HSI00000048,Jefferson Health
1245203942,17774095,Encompass Health
1740238641,18290010,Columbus Community Hospital
1164496006,17774095,Encompass Health
1982609558,HSI00001066,Tenet Healthcare
1811916281,18237969,Fort Healthcare
1174630198,HSI00000852,Providence
1629025648,HSI00000055,Ascension Health
1609954551,HSI00001475,ScionHealth
1962580803,HSI00001475,ScionHealth
1801817135,18358507,Surgery Partners Inc
1083617005,29629449,Oklahoma Heart Hospital
1053441907,HSI00000537,Kaleida Health
1104956358,HSI00000537,Kaleida Health
1245365196,HSI00000537,Kaleida Health
1831229780,HSI00000537,Kaleida Health
1598755324,HSI00001252,WMC Health
1740413988,HSI00000660,Mercy
1801822440,HSI00001148,Universal Health Services
1659360709,HSI00001252,WMC Health
1720040132,19561034,Unitedhealth Group
1366488108,HSI00000025,Allegheny Health Network
1801436415,HSI00001427,CommonSpirit Health
1164487542,HSI00000514,Inspira Health Network
1013557545,HSI00001427,CommonSpirit Health
1093355604,HSI00001427,CommonSpirit Health
1568002095,HSI00001427,CommonSpirit Health
1831739440,HSI00001427,CommonSpirit Health
1912547449,HSI00001427,CommonSpirit Health
1104466630,HSI00001427,CommonSpirit Health
1740820273,HSI00001427,CommonSpirit Health
1992425854,HSI00001427,CommonSpirit Health
1841830452,HSI00001427,CommonSpirit Health
1669538047,HSI00001186,University of Virginia Health System
1821098286,HSI00000555,LCMC Health System
1447252044,17854767,Select Medical Corp
1477553907,17854767,Select Medical Corp
1477553329,17854767,Select Medical Corp
1902802861,17854767,Select Medical Corp
1225156888,HSI00001526,Advocate Health
1811929151,HSI00001066,Tenet Healthcare
1992898837,30103834,Chinese Hospital
1689781346,18080538,Northeastern Center
1871592386,17854767,Select Medical Corp
1588603872,HSI00001148,Universal Health Services
1720037799,HSI00000845,Prime Healthcare Services
1447320676,HSI00001475,ScionHealth
1679535132,24082947,Black Hills Surgical Hospital
1689650616,HSI00001427,CommonSpirit Health
1134222565,18358507,Surgery Partners Inc
1255736492,18358507,Surgery Partners Inc
1003188269,HSI00000068,Avera Health
1013980598,HSI00000068,Avera Health
1114113693,HSI00000068,Avera Health
1134195332,HSI00000068,Avera Health
1154531630,HSI00000068,Avera Health
1376575514,HSI00000068,Avera Health
1396711016,HSI00000068,Avera Health
1396945267,HSI00000068,Avera Health
1407829781,HSI00000068,Avera Health
1417246901,HSI00000068,Avera Health
1417929100,HSI00000068,Avera Health
1467695767,HSI00000068,Avera Health
1508387820,HSI00000068,Avera Health
1558427187,HSI00000068,Avera Health
1619187192,HSI00000068,Avera Health
1932346251,HSI00000068,Avera Health
1003821729,HSI00000811,Parkview Health System
1275632895,HSI00000717,NYU Langone Health
1346614443,HSI00000717,NYU Langone Health
1437230034,HSI00000717,NYU Langone Health
1619341716,HSI00000717,NYU Langone Health
1669578324,HSI00000717,NYU Langone Health
1326002049,HSI00001133,UW Medicine
1174524466,HSI00000251,Community Hospital Corporation
1790715985,HSI00000244,Commonwealth Health Corporation
1003154535,HSI00001148,Universal Health Services
1427292333,HSI00001148,Universal Health Services
1679543672,HSI00001148,Universal Health Services
1174553598,HSI00001284,Ballad Health
1447218482,HSI00000357,Fairview Health Services
1356309322,HSI00000357,Fairview Health Services
1124051701,HSI00001148,Universal Health Services
1962477992,HSI00000958,Sanford Health
1861510521,18295403,Hardeman County Hospital District
1487638441,HSI00001148,Universal Health Services
1487734976,HSI00001184,University of Utah Hospitals and Clinics
1588656870,HSI00001184,University of Utah Hospitals and Clinics
1003885641,HSI00000152,Christus Health
1760420103,HSI00001526,Advocate Health
1346224391,HSI00000114,Billings Clinic
1558355487,HSI00001118,UC Health
1427154178,17854767,Select Medical Corp
1346384468,HSI00000977,Sharp Healthcare
1386732659,17857419,Fundamental Administrative Services
1215937982,17854767,Select Medical Corp
1487655064,HSI00000097,Baystate Health
1568488450,HSI00000097,Baystate Health
1972527265,22944787,Coosa Valley Medical Center
1184697807,17774095,Encompass Health
1952374654,17774095,Encompass Health
1225001936,17774095,Encompass Health
1699767491,HSI00001416,Beth Israel Lahey Health
1417005760,HSI00001186,University of Virginia Health System
1023015120,HSI00001148,Universal Health Services
1033294723,HSI00001475,ScionHealth
1851476139,HSI00001475,ScionHealth
1942385224,HSI00001475,ScionHealth
1609839208,HSI00000251,Community Hospital Corporation
1376922591,HSI00000868,Monument Health
1386022960,HSI00000868,Monument Health
1437531571,HSI00000868,Monument Health
1669850244,HSI00000868,Monument Health
1689052862,HSI00000868,Monument Health
1730568957,HSI00000868,Monument Health
1750663068,HSI00000868,Monument Health
1770982480,HSI00000868,Monument Health
1861469587,HSI00000868,Monument Health
1962198085,HSI00000868,Monument Health
1629076468,HSI00000152,Christus Health
1093404386,HSI00001065,Temple University Health System
1275157455,HSI00001065,Temple University Health System
1275682148,HSI00001065,Temple University Health System
1356981443,HSI00001065,Temple University Health System
1407612922,HSI00001065,Temple University Health System
1871368654,HSI00001065,Temple University Health System
1932813789,HSI00001065,Temple University Health System
1962579029,HSI00001065,Temple University Health System
1124163530,HSI00001066,Tenet Healthcare
1194798801,17774095,Encompass Health
1114942869,HSI00001427,CommonSpirit Health
1336184019,HSI00001427,CommonSpirit Health
1376973149,17773977,University Of Michigan Health System
1689744856,HSI00000863,RWJBarnabas Health
1871738021,HSI00000863,RWJBarnabas Health
1831218601,18073252,Compass Health Network
1518929926,22829761,Sentrycare Inc
1578596904,18141508,Pratt Regional Medical Center Inc
1073172094,HSI00001169,University of Colorado Health
1093374001,HSI00001169,University of Colorado Health
1093374092,HSI00001169,University of Colorado Health
1114586278,HSI00001169,University of Colorado Health
1184283103,HSI00001169,University of Colorado Health
1225610389,HSI00001169,University of Colorado Health
1457494304,HSI00001169,University of Colorado Health
1457927188,HSI00001169,University of Colorado Health
1467011619,HSI00001169,University of Colorado Health
1477112639,HSI00001169,University of Colorado Health
1558920561,HSI00001169,University of Colorado Health
1730748971,HSI00001169,University of Colorado Health
1891837738,HSI00001169,University of Colorado Health
1962158857,HSI00001169,University of Colorado Health
1124633870,HSI00000057,Aspirus
1912904210,HSI00000582,LifeBridge Health
1063411239,17854767,Select Medical Corp
1780684423,17854767,Select Medical Corp
1588664999,17854767,Select Medical Corp
1215996632,HSI00000376,Franciscan Missionaries of Our Lady Health System
1528061827,HSI00000640,MedStar Health
1578639761,HSI00000640,MedStar Health
1477534089,29334733,Hospital For Special Care
1447296249,HSI00000584,Lifepoint Health
1508810573,HSI00000492,HCA Healthcare
1396790200,HSI00000492,HCA Healthcare
1356307656,HSI00001288,Brookdale University Hospital And Medical Center
1487724712,HSI00001288,Brookdale University Hospital And Medical Center
1841388519,HSI00000584,Lifepoint Health
1114003175,HSI00000584,Lifepoint Health
1669567319,HSI00000584,Lifepoint Health
1801867643,HSI00000046,Ardent Health Services
1508810565,HSI00000010,AdventHealth
1619747938,HSI00001409,El Paso County Hospital District
1871678458,HSI00000798,Oswego Health
1508979683,22742538,Orthoindy
1356309777,HSI00000660,Mercy
1699779017,HSI00000660,Mercy
1689714255,HSI00000820,University of Pennsylvania Health System
1093001653,HSI00000388,Geisinger
1104292960,HSI00000388,Geisinger
1164274247,HSI00000388,Geisinger
1174822068,HSI00000388,Geisinger
1205197894,HSI00000388,Geisinger
1235424672,HSI00000388,Geisinger
1265728810,HSI00000388,Geisinger
1275620585,HSI00000388,Geisinger
1316692585,HSI00000388,Geisinger
1437551868,HSI00000388,Geisinger
1447538640,HSI00000388,Geisinger
1457959124,HSI00000388,Geisinger
1649305129,HSI00000388,Geisinger
1649568403,HSI00000388,Geisinger
1669768214,HSI00000388,Geisinger
1770953994,HSI00000388,Geisinger
1780253336,HSI00000388,Geisinger
1861791865,HSI00000388,Geisinger
1881980803,HSI00000388,Geisinger
1912332511,HSI00000388,Geisinger
1922860360,HSI00000388,Geisinger
1013921733,HSI00000958,Sanford Health
1447221742,HSI00000249,Community Health Systems
1629064928,HSI00001072,Texas Health Resources
1629011234,HSI00001428,Bon Secours Mercy Health
1730137753,29659091,Gaylord Specialty Healthcare
1649273434,HSI00000096,Baylor Scott and White Health
1962472431,HSI00001066,Tenet Healthcare
1275566200,HSI00000073,Banner Health
1093744187,HSI00000251,Community Hospital Corporation
1194784751,HSI00001175,University of Maryland Medical System
1477513273,HSI00001175,University of Maryland Medical System
1669431219,HSI00001175,University of Maryland Medical System
1184263527,HSI00001341,Parkview Medical Center
1376183145,HSI00001341,Parkview Medical Center
1417596834,HSI00001341,Parkview Medical Center
1821720681,HSI00001341,Parkview Medical Center
1245221050,HSI00001148,Universal Health Services
1770573586,HSI00001148,Universal Health Services
1467442418,HSI00001148,Universal Health Services
1225086028,HSI00001037,Steward Health Care System
1427009026,HSI00001037,Steward Health Care System
1992760342,18381522,Ozark Health Inc
1487656294,17854767,Select Medical Corp
1316933609,HSI00001072,Texas Health Resources
1922001809,HSI00000851,Prospect Medical Holdings
1023010113,HSI00000851,Prospect Medical Holdings
1679578066,18151499,Ernest Health Inc
1922178789,HSI00000209,Childrens Healthcare of Atlanta
1275583726,HSI00000164,Capital Health System
1376594366,HSI00000249,Community Health Systems
1164518312,18402918,Oceans Healthcare
1306870910,HSI00001037,Steward Health Care System
1730171265,18146292,Ahmc Healthcare Inc
1780676221,18146292,Ahmc Healthcare Inc
1346232881,18146292,Ahmc Healthcare Inc
1255364923,18138661,Indian Health Service
1649330242,18138661,Indian Health Service
1730249186,18138661,Indian Health Service
1962563148,18138661,Indian Health Service
1982764395,18138661,Indian Health Service
1720003643,HSI00000272,Conway Regional Health System
1861435042,HSI00000025,Allegheny Health Network
1194722389,17854767,Select Medical Corp
1215916002,HSI00000048,Jefferson Health
1124016696,HSI00001175,University of Maryland Medical System
1801852736,HSI00001037,Steward Health Care System
1396747929,17854767,Select Medical Corp
1942269725,HSI00000190,Cedars Sinai Health System
1770585382,17854767,Select Medical Corp
1083612881,HSI00001442,Englewood Health
1982697678,18401524,Kpc Healthcare Inc
1790778488,18401524,Kpc Healthcare Inc
1558354258,18401524,Kpc Healthcare Inc
1427041110,18401524,Kpc Healthcare Inc
1811940976,HSI00000826,Piedmont Healthcare
1598719643,HSI00000826,Piedmont Healthcare
1043210495,17854767,Select Medical Corp
1043215379,HSI00000805,PIH Health
1083955165,HSI00000057,Aspirus
1275886749,HSI00000057,Aspirus
1356576490,HSI00000057,Aspirus
1447580725,HSI00000057,Aspirus
1477883759,HSI00000057,Aspirus
1780014407,HSI00000057,Aspirus
1902923170,HSI00000057,Aspirus
1952921405,HSI00000057,Aspirus
1215914254,HSI00000055,Ascension Health
1427428986,HSI00000055,Ascension Health
1205881125,HSI00001475,ScionHealth
1467538520,HSI00001427,CommonSpirit Health
1154378859,22326331,Harbor Regional Health
1477643690,HSI00001069,Texas Childrens Hospital
1508856535,HSI00001148,Universal Health Services
1376624981,HSI00000852,Providence
1225016595,18361432,College Health Enterprises Inc
1326022732,HSI00001066,Tenet Healthcare
1760589295,18192766,Columbus Community Hospital Inc
1740354851,HSI00000536,Kaiser Permanente
1558364802,HSI00000511,Infirmary Health System
1285676544,HSI00000358,Faith Regional Health Services
1174618953,HSI00001416,Beth Israel Lahey Health
1609855139,HSI00000096,Baylor Scott and White Health
1306865357,HSI00000507,Integris Health
1093714073,HSI00001066,Tenet Healthcare
1922033547,29646233,Cha Hollywood Presbyterian Medical Center
1851368369,18203487,Barlow Respiratory Hospital
1306897277,HSI00000492,HCA Healthcare
1619934114,18177851,Signature Healthcare Services Llc
1598722027,18177851,Signature Healthcare Services Llc
1063470763,HSI00000492,HCA Healthcare
1386653541,HSI00001148,Universal Health Services
1275536344,HSI00001021,Corewell Health
1821078494,HSI00001475,ScionHealth
1629056890,HSI00000847,Prohealth Care
1538131214,HSI00001066,Tenet Healthcare
1316911068,17774095,Encompass Health
1386697688,HSI00000249,Community Health Systems
1609876309,HSI00001475,ScionHealth
1740252592,HSI00001066,Tenet Healthcare
1992753222,HSI00001063,JPS Health Network
1053360651,HSI00000780,Ochsner Health System
1659451664,18175663,Acadia Healthcare
1609840545,17774095,Encompass Health
1386691046,HSI00000026,Allegiance Health Management
