value,neuromusc,cvd,respiratory,renal,gi,hemato_immu,metabolic,congeni_genetic,malignancy,neonatal,tech_dep,transplant,ccc_flag
T41.202S,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.203,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.203A,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.203D,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.203S,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.204,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.204A,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.204D,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.204S,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.205,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.205A,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.205D,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.205S,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.206,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.206A,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.206D,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.206S,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.29,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.291,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.291A,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.291D,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.291S,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.292,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.292A,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.292D,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.292S,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.293,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.293A,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.293D,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.293S,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.294,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.294A,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.294D,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.294S,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.295,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.295A,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.295D,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.295S,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.296,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.296A,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.296D,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.296S,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.3,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.3X,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.3X1,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.3X1A,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.3X1D,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.3X1S,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.3X2,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.3X2A,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.3X2D,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.3X2S,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.3X3,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.3X3A,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.3X3D,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.3X3S,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.3X4,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.3X4A,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.3X4D,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.3X4S,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.3X5,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.3X5A,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.3X5D,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.3X5S,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.3X6,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.3X6A,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.3X6D,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.3X6S,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.4,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.41,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.41XA,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.41XD,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.41XS,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.42,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.42XA,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.42XD,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.42XS,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.43,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.43XA,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.43XD,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.43XS,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.44,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.44XA,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.44XD,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.44XS,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.45,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.45XA,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.45XD,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.45XS,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.46,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.46XA,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.46XD,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.46XS,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.5,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.5X,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.5X1,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.5X1A,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.5X1D,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.5X1S,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.5X2,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.5X2A,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.5X2D,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.5X2S,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.5X3,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.5X3A,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.5X3D,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.5X3S,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.5X4,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.5X4A,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.5X4D,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.5X4S,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.5X5,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.5X5A,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.5X5D,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.5X5S,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.5X6,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.5X6A,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.5X6D,0,0,0,0,0,0,0,0,0,0,0,0,0
T41.5X6S,0,0,0,0,0,0,0,0,0,0,0,0,0
T42,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.0,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.0X,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.0X1,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.0X1A,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.0X1D,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.0X1S,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.0X2,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.0X2A,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.0X2D,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.0X2S,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.0X3,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.0X3A,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.0X3D,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.0X3S,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.0X4,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.0X4A,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.0X4D,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.0X4S,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.0X5,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.0X5A,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.0X5D,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.0X5S,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.0X6,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.0X6A,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.0X6D,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.0X6S,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.1,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.1X,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.1X1,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.1X1A,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.1X1D,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.1X1S,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.1X2,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.1X2A,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.1X2D,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.1X2S,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.1X3,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.1X3A,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.1X3D,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.1X3S,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.1X4,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.1X4A,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.1X4D,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.1X4S,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.1X5,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.1X5A,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.1X5D,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.1X5S,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.1X6,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.1X6A,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.1X6D,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.1X6S,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.2,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.2X,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.2X1,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.2X1A,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.2X1D,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.2X1S,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.2X2,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.2X2A,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.2X2D,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.2X2S,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.2X3,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.2X3A,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.2X3D,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.2X3S,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.2X4,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.2X4A,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.2X4D,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.2X4S,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.2X5,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.2X5A,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.2X5D,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.2X5S,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.2X6,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.2X6A,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.2X6D,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.2X6S,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.3,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.3X,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.3X1,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.3X1A,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.3X1D,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.3X1S,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.3X2,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.3X2A,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.3X2D,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.3X2S,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.3X3,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.3X3A,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.3X3D,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.3X3S,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.3X4,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.3X4A,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.3X4D,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.3X4S,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.3X5,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.3X5A,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.3X5D,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.3X5S,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.3X6,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.3X6A,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.3X6D,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.3X6S,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.4,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.4X,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.4X1,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.4X1A,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.4X1D,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.4X1S,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.4X2,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.4X2A,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.4X2D,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.4X2S,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.4X3,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.4X3A,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.4X3D,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.4X3S,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.4X4,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.4X4A,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.4X4D,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.4X4S,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.4X5,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.4X5A,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.4X5D,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.4X5S,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.4X6,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.4X6A,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.4X6D,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.4X6S,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.5,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.5X,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.5X1,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.5X1A,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.5X1D,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.5X1S,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.5X2,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.5X2A,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.5X2D,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.5X2S,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.5X3,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.5X3A,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.5X3D,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.5X3S,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.5X4,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.5X4A,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.5X4D,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.5X4S,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.5X5,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.5X5A,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.5X5D,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.5X5S,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.5X6,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.5X6A,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.5X6D,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.5X6S,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.6,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.6X,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.6X1,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.6X1A,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.6X1D,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.6X1S,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.6X2,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.6X2A,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.6X2D,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.6X2S,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.6X3,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.6X3A,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.6X3D,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.6X3S,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.6X4,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.6X4A,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.6X4D,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.6X4S,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.6X5,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.6X5A,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.6X5D,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.6X5S,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.6X6,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.6X6A,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.6X6D,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.6X6S,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.7,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.71,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.71XA,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.71XD,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.71XS,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.72,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.72XA,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.72XD,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.72XS,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.73,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.73XA,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.73XD,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.73XS,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.74,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.74XA,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.74XD,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.74XS,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.75,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.75XA,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.75XD,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.75XS,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.76,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.76XA,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.76XD,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.76XS,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.8,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.8X,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.8X1,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.8X1A,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.8X1D,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.8X1S,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.8X2,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.8X2A,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.8X2D,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.8X2S,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.8X3,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.8X3A,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.8X3D,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.8X3S,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.8X4,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.8X4A,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.8X4D,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.8X4S,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.8X5,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.8X5A,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.8X5D,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.8X5S,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.8X6,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.8X6A,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.8X6D,0,0,0,0,0,0,0,0,0,0,0,0,0
T42.8X6S,0,0,0,0,0,0,0,0,0,0,0,0,0
T43,0,0,0,0,0,0,0,0,0,0,0,0,0
T43.0,0,0,0,0,0,0,0,0,0,0,0,0,0
T43.01,0,0,0,0,0,0,0,0,0,0,0,0,0
T43.011,0,0,0,0,0,0,0,0,0,0,0,0,0
T43.011A,0,0,0,0,0,0,0,0,0,0,0,0,0
T43.011D,0,0,0,0,0,0,0,0,0,0,0,0,0
T43.011S,0,0,0,0,0,0,0,0,0,0,0,0,0
T43.012,0,0,0,0,0,0,0,0,0,0,0,0,0
T43.012A,0,0,0,0,0,0,0,0,0,0,0,0,0
T43.012D,0,0,0,0,0,0,0,0,0,0,0,0,0
T43.012S,0,0,0,0,0,0,0,0,0,0,0,0,0
T43.013,0,0,0,0,0,0,0,0,0,0,0,0,0
T43.013A,0,0,0,0,0,0,0,0,0,0,0,0,0
T43.013D,0,0,0,0,0,0,0,0,0,0,0,0,0
T43.013S,0,0,0,0,0,0,0,0,0,0,0,0,0
T43.014,0,0,0,0,0,0,0,0,0,0,0,0,0
T43.014A,0,0,0,0,0,0,0,0,0,0,0,0,0
T43.014D,0,0,0,0,0,0,0,0,0,0,0,0,0
T43.014S,0,0,0,0,0,0,0,0,0,0,0,0,0
T43.015,0,0,0,0,0,0,0,0,0,0,0,0,0
T43.015A,0,0,0,0,0,0,0,0,0,0,0,0,0
T43.015D,0,0,0,0,0,0,0,0,0,0,0,0,0
T43.015S,0,0,0,0,0,0,0,0,0,0,0,0,0
T43.016,0,0,0,0,0,0,0,0,0,0,0,0,0
T43.016A,0,0,0,0,0,0,0,0,0,0,0,0,0
T43.016D,0,0,0,0,0,0,0,0,0,0,0,0,0
T43.016S,0,0,0,0,0,0,0,0,0,0,0,0,0
T43.02,0,0,0,0,0,0,0,0,0,0,0,0,0
T43.021,0,0,0,0,0,0,0,0,0,0,0,0,0
T43.021A,0,0,0,0,0,0,0,0,0,0,0,0,0
T43.021D,0,0,0,0,0,0,0,0,0,0,0,0,0
T43.021S,0,0,0,0,0,0,0,0,0,0,0,0,0
T43.022,0,0,0,0,0,0,0,0,0,0,0,0,0
T43.022A,0,0,0,0,0,0,0,0,0,0,0,0,0
T43.022D,0,0,0,0,0,0,0,0,0,0,0,0,0
T43.022S,0,0,0,0,0,0,0,0,0,0,0,0,0
T43.023,0,0,0,0,0,0,0,0,0,0,0,0,0
T43.023A,0,0,0,0,0,0,0,0,0,0,0,0,0
T43.023D,0,0,0,0,0,0,0,0,0,0,0,0,0
T43.023S,0,0,0,0,0,0,0,0,0,0,0,0,0
T43.024,0,0,0,0,0,0,0,0,0,0,0,0,0
T43.024A,0,0,0,0,0,0,0,0,0,0,0,0,0
T43.024D,0,0,0,0,0,0,0,0,0,0,0,0,0
T43.024S,0,0,0,0,0,0,0,0,0,0,0,0,0
T43.025,0,0,0,0,0,0,0,0,0,0,0,0,0
T43.025A,0,0,0,0,0,0,0,0,0,0,0,0,0
T43.025D,0,0,0,0,0,0,0,0,0,0,0,0,0
T43.025S,0,0,0,0,0,0,0,0,0,0,0,0,0
T43.026,0,0,0,0,0,0,0,0,0,0,0,0,0
T43.026A,0,0,0,0,0,0,0,0,0,0,0,0,0
T43.026D,0,0,0,0,0,0,0,0,0,0,0,0,0
T43.026S,0,0,0,0,0,0,0,0,0,0,0,0,0
T43.0X1A,0,0,0,0,0,0,0,0,0,0,0,0,0
T43.0X1D,0,0,0,0,0,0,0,0,0,0,0,0,0
T43.0X1S,0,0,0,0,0,0,0,0,0,0,0,0,0
T43.0X2A,0,0,0,0,0,0,0,0,0,0,0,0,0
T43.0X2D,0,0,0,0,0,0,0,0,0,0,0,0,0
T43.0X2S,0,0,0,0,0,0,0,0,0,0,0,0,0
T43.0X3A,0,0,0,0,0,0,0,0,0,0,0,0,0
T43.0X3D,0,0,0,0,0,0,0,0,0,0,0,0,0
T43.0X3S,0,0,0,0,0,0,0,0,0,0,0,0,0
T43.0X4A,0,0,0,0,0,0,0,0,0,0,0,0,0
T43.0X4D,0,0,0,0,0,0,0,0,0,0,0,0,0
T43.0X4S,0,0,0,0,0,0,0,0,0,0,0,0,0
T43.0X5A,0,0,0,0,0,0,0,0,0,0,0,0,0
T43.0X5D,0,0,0,0,0,0,0,0,0,0,0,0,0
T43.0X5S,0,0,0,0,0,0,0,0,0,0,0,0,0
T43.0X6A,0,0,0,0,0,0,0,0,0,0,0,0,0
